id,policy,seed,success,steps,coverage,density,unique_visited,targets_found,efficiency,turns,collisions,revisits,max_cell_visits,avg_visits_per_cell,avg_info_gain,turn_rate,collision_rate,max_steps_without_new_info
91b78d96-b629-47e5-aa54-4d1594799eb0,frontier,6383,True,300,29.61,78.72,757,10,0.838,240,0,0,0,0,0,0,0,0
b8df9f45-37b9-4079-935a-ffcbb07e0d42,swarm,6383,True,348,31.93,78.72,855,10,0.817,350,0,0,0,0,0,0,0,0
0bc1942a-068e-47ab-9cbf-770d233c2c90,frontier,94771,True,410,32.76,79.06,889,10,0.721,287,0,0,0,0,0,0,0,0
c71197d2-fff1-411b-ab2e-b6c0cc884125,swarm,94771,True,400,32.08,79.06,895,10,0.744,341,0,0,0,0,0,0,0,0
da6be32f-fdb9-44ff-a8c6-909edfae770b,frontier,74478,True,446,33.69,78.15,960,10,0.716,310,0,0,0,0,0,0,0,0
acb567c6-731e-450e-9ae2-69ee566062d0,swarm,74478,True,216,24.53,78.15,599,10,0.92,211,0,0,0,0,0,0,0,0
33b02ea7-db64-469b-bffc-36367dfb4516,frontier,67843,True,282,26.85,78.82,682,10,0.803,199,0,0,0,0,0,0,0,0
d33374bd-b57d-445c-914f-859a899e576a,swarm,67843,True,305,31.93,78.82,789,10,0.859,269,0,0,0,0,0,0,0,0
539d44f1-1330-4c4d-ae87-624c103c279b,frontier,97649,True,228,24.24,78.79,574,10,0.836,175,0,0,0,0,0,0,0,0
fc432b72-db0d-46ec-9efe-ac817e0f2cfe,swarm,97649,True,357,32.33,78.79,881,10,0.82,330,0,0,0,0,0,0,0,0
723a1697-c47c-4881-aa9d-443d86da92e9,frontier,14795,True,447,34.34,78.25,930,10,0.692,297,0,0,0,0,0,0,0,0
22683170-8b13-4f41-92e9-ea890ee9bf8c,swarm,14795,True,445,33.49,78.25,1034,10,0.773,421,0,0,0,0,0,0,0,0
1edb6307-49f6-4dad-9a1a-3193480dde51,frontier,93380,True,387,35.52,77.43,985,10,0.846,256,0,0,0,0,0,0,0,0
