id,policy,seed,success,steps,coverage,density,unique_visited,targets_found,efficiency,turns,collisions,revisits,max_cell_visits,avg_visits_per_cell,avg_info_gain,turn_rate,collision_rate,max_steps_without_new_info
c71a871a-0ec2-4767-8e65-55abb81c826f,frontier,2073,True,369,33.68,77.79,868,10,0.782,264,0,0,0,0,0,0,0,0
f813573f-64fa-486b-9bc8-60f16802c71d,swarm,2073,True,291,31.46,77.79,758,10,0.865,257,0,0,0,0,0,0,0,0
6bc2485a-e73c-4b91-960a-c0e381795330,frontier,16279,True,302,30.35,79.1,786,10,0.865,193,0,0,0,0,0,0,0,0
8c771ab3-a778-47b5-8ff1-2cfd9f0cc873,swarm,16279,True,342,31.8,79.1,873,10,0.848,303,0,0,0,0,0,0,0,0
f7e74dc6-b0ac-4960-aedd-ac30590d2887,frontier,7273,True,410,35.03,77.56,927,10,0.752,255,0,0,0,0,0,0,0,0
6fb8a73e-a4f4-4fcf-91b2-9b850509da48,swarm,7273,True,266,32.06,77.56,753,10,0.94,235,0,0,0,0,0,0,0,0
ee15935a-c16c-441c-84a3-c689e848b5e3,frontier,54402,True,392,31.04,77.48,875,10,0.742,260,0,0,0,0,0,0,0,0
8367aee6-ec6c-49c9-a81c-6830f19dea70,swarm,54402,True,277,28.54,77.48,719,10,0.862,246,0,0,0,0,0,0,0,0
9ceaed0e-136d-43dd-99f2-d59660cc8eae,frontier,90050,True,444,33.1,78.39,919,10,0.688,277,0,0,0,0,0,0,0,0
d2b7d0ac-96bc-4fd2-bd02-69ce049d9b70,swarm,90050,True,344,33.47,78.39,871,10,0.842,299,0,0,0,0,0,0,0,0
a3da1b86-4b17-458d-b97b-f31e35fcf141,frontier,80994,True,385,34.76,78.05,977,10,0.844,281,0,0,0,0,0,0,0,0
d78464d1-0651-449e-b17e-4fccdf8c13aa,swarm,80994,True,397,30.18,78.05,907,10,0.76,360,0,0,0,0,0,0,0,0
04610d47-bf6c-413d-81cc-05f1cc1e65cb,frontier,76598,True,301,27.36,79.14,719,10,0.794,219,0,0,0,0,0,0,0,0
9f4ea3b3-cce9-45b1-83be-392d7a8de42b,swarm,76598,True,259,27.65,79.14,683,10,0.876,238,0,0,0,0,0,0,0,0
0eb76b16-e649-42fa-8a0a-6cc607bb7f67,frontier,84074,True,404,33.12,78.27,945,10,0.778,247,0,0,0,0,0,0,0,0
51d18a13-3e28-4bbb-a153-8fae30a4cdb5,swarm,84074,True,322,33.79,78.27,871,10,0.899,274,0,0,0,0,0,0,0,0
ab9b2d58-33be-45b0-a52f-fc842db9dd1a,frontier,81339,True,340,32.96,78.12,875,10,0.855,246,0,0,0,0,0,0,0,0
5625cc33-0514-4661-b25b-f79f9943136a,swarm,81339,True,302,28.48,78.12,764,10,0.84,273,0,0,0,0,0,0,0,0
627acd17-3683-428e-a550-3cd8d4252cd6,frontier,93725,True,319,30.32,78.66,800,10,0.833,209,0,0,0,0,0,0,0,0
997b8ad7-2cbc-44f9-bd6a-754ac2653aa3,swarm,93725,True,312,32.93,78.66,833,10,0.887,298,0,0,0,0,0,0,0,0
